Number;Weight (N);Stature (mm);Head circumference (mm);Shoulder breadth (mm);Hand length (mm);Hand breadth (mm);Chest circumference (mm);Waist circumference (mm);Foot length (mm);Foot breadth (mm);Gender (1M, 2F);Age (months)
3308;517;1638;566;377;166;72;752;670;230;89;2;170
3309;473;1553;521;370;165;72;772;703;239;83;2;171
3310;488;1561;530;377;161;72;772;680;206;85;2;171
3311;530;1564;562;423;189;78;845;734;261;100;2;171
3312;680;1597;529;419;178;80;866;876;243;91;2;171
3313;520;1635;544;391;168;73;808;741;234;88;2;171
3314;530;1641;552;383;171;74;826;675;233;87;2;171
3315;643;1647;554;396;161;74;853;744;230;96;2;171
3316;593;1662;536;420;174;74;861;770;241;93;2;171
3317;519;1691;555;374;182;75;786;693;241;88;2;171
3318;600;1717;552;416;179;82;846;707;245;103;2;171
3319;360;1464;532;352;164;66;665;618;220;88;2;172
3320;468;1505;541;374;146;68;788;699;226;87;2;172
3321;421;1576;543;354;160;76;725;588;221;87;2;172
3322;510;1582;556;393;163;70;823;719;223;92;2;172
3323;495;1592;570;383;181;82;836;657;255;101;2;172
3324;381;1594;528;348;171;75;727;583;232;86;2;172
3325;662;1650;551;426;180;78;894;814;235;97;2;172
3326;674;1681;538;410;169;80;908;814;248;95;2;172
3327;446;1468;534;407;162;70;803;723;216;82;2;173
3328;373;1484;514;349;157;67;734;580;219;84;2;173
3329;523;1492;533;407;169;75;835;873;233;85;2;173
3330;559;1495;544;396;158;69;822;778;233;94;2;173
3331;392;1532;536;352;166;78;708;610;216;85;2;173
3332;447;1537;516;362;154;69;731;668;227;82;2;173
3333;476;1555;545;372;173;77;802;692;232;93;2;173
3334;501;1645;536;400;176;80;768;650;244;104;2;173
3335;485;1661;526;354;171;79;768;688;231;88;2;173
3336;640;1729;562;405;176;79;851;751;256;91;2;173
3337;671;1731;578;426;196;82;847;766;270;100;2;173
3338;403;1516;521;382;166;72;767;665;227;84;2;174
3339;461;1536;511;402;169;71;794;698;226;89;2;174
3340;556;1559;581;395;167;83;842;725;230;94;2;174
3341;588;1578;530;381;175;77;789;751;242;92;2;174
3342;541;1581;543;400;169;76;826;699;241;91;2;174
3343;519;1611;566;388;171;76;826;649;232;96;2;174
3344;465;1616;529;350;166;75;773;648;236;87;2;174
3345;533;1626;554;414;170;74;832;689;234;91;2;174
3346;600;1627;540;407;175;76;839;777;231;92;2;174
3347;517;1644;529;399;160;73;830;689;227;85;2;174
3348;542;1679;535;392;177;71;829;724;241;90;2;174
3349;582;1816;550;385;189;80;825;710;260;95;2;174
3350;485;1560;543;385;177;70;770;621;235;88;2;175
3351;510;1579;543;385;176;79;836;705;240;94;2;175
3352;589;1579;553;410;168;79;841;781;228;98;2;175
3353;476;1597;534;358;169;71;763;640;226;82;2;175
3354;410;1601;562;372;175;71;762;623;242;90;2;175
3355;574;1649;531;387;172;77;798;693;237;96;2;175
3356;540;1692;516;383;188;74;737;700;274;102;2;175
3357;599;1709;596;389;189;72;830;760;275;91;2;175
3358;406;1587;536;364;178;73;727;597;248;87;2;176
3359;490;1587;553;377;184;80;791;681;246;97;2;176
3360;445;1592;550;372;163;74;750;650;226;87;2;176
3361;680;1619;563;429;181;78;861;743;250;98;2;176
3362;577;1654;549;414;176;75;833;713;238;86;2;176
3363;593;1668;552;404;186;79;798;728;251;91;2;176
3364;482;1696;535;363;180;76;762;660;244;83;2;176
3365;617;1696;551;410;172;71;842;801;232;87;2;176
3366;443;1506;532;374;152;73;730;655;220;85;2;177
3367;447;1537;551;390;167;74;813;604;223;86;2;177
3368;485;1543;553;362;165;69;792;666;225;84;2;177
3369;482;1591;531;374;167;73;762;627;232;87;2;177
3370;483;1598;523;352;166;75;738;644;233;92;2;177
3371;505;1601;532;395;167;79;854;669;236;94;2;177
3372;510;1607;552;403;183;72;811;696;259;95;2;177
3373;417;1611;521;361;163;72;750;674;230;82;2;177
3374;427;1622;552;356;171;75;740;631;238;87;2;177
3375;535;1630;561;386;180;78;809;719;239;98;2;177
3376;492;1680;524;365;178;77;749;646;246;95;2;177
3377;543;1682;544;403;173;79;799;684;246;92;2;177
3378;519;1691;561;383;174;73;765;680;225;83;2;177
3379;591;1504;568;410;163;73;861;830;214;89;2;178
3380;431;1515;534;378;159;67;737;643;228;81;2;178
3381;400;1539;535;340;162;69;690;626;220;87;2;178
3382;555;1579;547;413;171;77;849;735;238;94;2;178
3383;525;1590;545;391;169;79;801;694;253;98;2;178
3384;691;1620;539;439;158;79;915;774;220;92;2;178
3385;596;1634;586;396;171;80;828;755;238;95;2;178
3386;559;1668;527;406;179;77;795;685;234;84;2;178
3387;587;1678;548;387;175;78;832;729;244;94;2;178
3388;583;1701;540;403;195;75;886;746;267;92;2;178
3389;521;1719;565;398;183;75;809;717;248;89;2;178
3390;490;1542;505;374;157;75;775;684;213;93;2;179
3391;472;1620;554;395;167;75;804;673;232;89;2;179
3392;631;1628;573;421;177;73;890;791;236;92;2;179
3393;488;1633;516;376;168;74;764;730;238;82;2;179
3394;577;1656;558;394;172;81;826;738;250;99;2;179
3395;642;1751;580;430;191;80;871;760;264;100;2;179
3396;595;1786;581;392;182;77;830;722;260;99;2;179
3397;327;1432;512;337;157;66;708;597;203;79;2;180
3398;543;1599;539;402;182;78;830;723;254;88;2;180
3399;399;1604;514;344;169;67;743;660;225;83;2;180
3400;560;1646;549;396;170;71;843;787;241;92;2;180
3401;567;1669;560;398;175;74;786;765;242;91;2;180
3402;645;1713;532;409;184;79;844;768;241;101;2;180
3403;459;1717;531;376;175;74;760;628;233;88;2;180
3404;654;1722;605;424;197;79;825;730;271;109;2;180
3405;525;1548;538;382;178;77;807;698;231;87;2;181
3406;604;1557;570;412;172;74;855;737;239;91;2;181
3407;477;1592;536;381;166;77;774;665;218;95;2;181
3408;538;1594;528;384;162;71;806;708;227;90;2;181
3409;502;1613;540;400;166;77;825;693;230;84;2;181
3410;513;1624;531;407;172;72;766;727;229;80;2;181
3411;910;1643;541;474;184;84;1074;1003;248;104;2;181
3412;632;1676;528;417;180;73;832;725;249;98;2;181
3413;568;1708;533;381;180;79;792;672;245;98;2;181
3414;646;1722;562;429;195;81;891;763;249;95;2;181
3415;581;1728;526;396;183;74;792;695;256;91;2;181
3416;529;1562;524;393;158;74;793;744;223;91;2;182
3417;694;1566;526;473;170;78;932;846;232;88;2;182
3418;553;1576;524;397;165;79;774;679;225;101;2;182
3419;525;1597;545;409;172;73;824;682;241;94;2;182
3420;613;1604;533;450;177;77;907;790;244;96;2;182
3421;524;1643;537;413;173;70;845;682;238;86;2;182
3422;600;1658;524;405;176;77;862;739;245;95;2;182
3423;567;1667;548;403;168;75;837;721;240;90;2;182
3424;563;1537;548;418;162;73;870;795;231;95;2;183
3425;579;1538;545;423;167;80;858;770;227;94;2;183
3426;500;1540;531;397;166;74;801;637;226;88;2;183
3427;450;1550;521;370;170;75;791;617;232;89;2;183
3428;430;1554;531;369;179;75;732;589;241;85;2;183
3429;404;1567;518;352;166;73;724;615;233;83;2;183
3430;557;1569;523;404;161;73;825;722;231;91;2;183
3431;567;1610;550;409;183;75;828;664;250;92;2;183
3432;485;1615;521;374;169;76;775;668;228;86;2;183
3433;494;1636;547;391;173;72;774;704;232;90;2;183
3434;474;1638;552;376;178;75;796;668;240;89;2;183
3435;546;1640;539;391;164;72;794;698;238;93;2;183
3436;678;1648;550;407;184;86;859;775;245;102;2;183
3437;470;1662;532;366;170;79;739;646;236;88;2;183
3438;666;1675;543;414;167;76;847;748;233;98;2;183
3439;552;1680;546;396;180;78;819;696;253;103;2;183
3440;647;1766;565;381;187;80;805;724;263;108;2;183
3441;424;1512;527;360;159;70;757;664;213;87;2;184
3442;477;1527;528;377;152;72;763;692;224;83;2;184
3443;400;1548;546;345;177;75;752;667;242;82;2;184
3444;435;1570;533;384;169;75;790;700;240;88;2;184
3445;547;1577;533;386;172;72;810;825;233;94;2;184
3446;668;1583;567;425;164;77;874;857;221;92;2;184
3447;448;1598;542;375;171;69;776;664;225;83;2;184
3448;497;1608;541;398;171;69;841;718;229;81;2;184
3449;469;1612;563;381;181;71;748;658;251;95;2;184
3450;523;1636;541;399;177;72;795;666;229;85;2;184
3451;537;1638;538;365;173;72;777;737;229;93;2;184
3452;763;1765;564;433;190;77;913;903;269;90;2;184
3453;494;1541;536;395;163;68;803;641;234;89;2;185
3454;449;1583;552;369;168;73;798;635;227;88;2;185
3455;558;1589;539;387;172;75;792;725;232;84;2;185
3456;524;1591;564;377;183;84;826;708;240;96;2;185
3457;723;1603;531;406;184;77;875;842;257;96;2;185
3458;515;1610;528;382;176;75;828;680;225;90;2;185
3459;522;1621;525;385;178;78;825;760;242;90;2;185
3460;552;1622;562;418;189;79;857;719;263;96;2;185
3461;502;1626;537;402;171;74;783;695;253;91;2;185
3462;551;1649;552;399;176;76;802;690;239;89;2;185
3463;582;1659;555;392;171;74;828;685;231;95;2;185
3464;593;1661;554;405;177;79;827;720;249;100;2;185
3465;541;1789;550;388;186;80;802;669;249;87;2;185
3466;414;1503;507;355;162;70;719;690;216;82;2;186
3467;520;1541;542;420;162;74;828;721;222;93;2;186
3468;523;1568;554;390;169;74;814;706;237;91;2;186
3469;529;1595;554;393;183;76;843;676;249;93;2;186
3470;544;1611;520;418;172;74;819;704;244;97;2;186
3471;525;1644;565;392;176;80;818;711;249;98;2;186
3472;517;1658;530;393;168;77;796;675;239;93;2;186
3473;684;1682;552;435;170;74;886;764;236;93;2;186
3474;706;1795;572;433;184;82;909;773;265;101;2;186
3475;449;1471;524;374;169;77;779;686;231;87;2;187
3476;486;1573;540;383;162;79;790;644;231;92;2;187
3477;567;1579;561;395;167;81;857;751;226;98;2;187
3478;423;1585;531;362;174;69;748;643;239;84;2;187
3479;498;1591;531;372;168;77;756;666;218;99;2;187
3480;592;1643;526;409;169;77;843;720;229;90;2;187
3481;421;1538;526;347;168;70;765;684;221;80;2;188
3482;500;1542;534;371;163;77;771;653;227;93;2;188
3483;465;1548;560;411;171;73;850;731;225;87;2;188
3484;582;1548;541;347;158;75;743;649;224;84;2;188
3485;507;1577;529;406;163;71;766;704;216;83;2;188
3486;520;1594;516;383;163;77;805;661;220;84;2;188
3487;508;1612;539;380;173;80;807;641;230;90;2;188
3488;535;1623;542;378;163;74;794;705;228;94;2;188
3489;601;1636;537;399;173;74;818;709;233;101;2;188
3490;482;1661;525;408;177;76;782;710;247;96;2;188
3491;479;1524;545;384;160;75;782;707;224;90;2;189
3492;477;1532;557;391;167;73;824;697;243;94;2;189
3493;466;1572;543;369;155;67;766;611;217;92;2;189
3494;598;1602;532;420;180;80;888;772;241;93;2;189
3495;572;1605;533;395;168;73;825;738;229;90;2;189
3496;712;1633;571;419;172;77;916;793;243;95;2;189
3497;588;1638;542;391;187;77;838;736;256;95;2;189
3498;612;1678;564;420;179;86;883;816;243;97;2;189
3499;623;1702;563;421;175;79;862;771;234;95;2;189
3500;554;1719;550;387;174;75;813;702;239;91;2;189
3501;528;1552;544;386;174;74;819;746;231;88;2;190
3502;469;1568;522;364;160;68;731;682;225;81;2;190
3503;531;1590;529;401;178;80;820;719;240;87;2;190
3504;652;1595;528;408;175;70;869;855;249;91;2;190
3505;561;1617;530;393;173;78;830;716;233;93;2;190
3506;741;1666;554;449;168;82;969;836;236;105;2;190
3507;584;1680;549;416;152;80;863;779;242;91;2;190
3508;535;1681;524;393;184;76;814;711;240;88;2;190
3509;684;1689;551;420;174;82;857;729;242;99;2;190
3510;589;1597;546;426;175;83;855;730;238;96;2;191
3511;511;1606;525;379;169;78;786;694;233;92;2;191
3512;577;1607;557;391;173;76;824;716;239;98;2;191
3513;524;1612;544;390;178;79;777;717;236;94;2;191
3514;496;1669;544;375;164;66;799;663;239;88;2;191
3515;421;1559;527;348;155;69;733;597;214;86;2;192
3516;506;1592;530;373;154;70;762;657;226;88;2;192
3517;480;1612;523;377;165;69;776;708;223;90;2;192
3518;497;1613;526;350;174;72;756;673;233;86;2;192
3519;748;1627;559;473;174;71;1036;1054;235;92;2;192
3520;475;1633;532;396;182;73;755;685;240;86;2;192
3521;565;1697;544;372;183;72;795;745;249;96;2;192
3522;460;1530;528;356;170;71;779;688;228;89;2;193
3523;561;1540;535;384;172;78;859;777;227;97;2;193
3524;452;1562;565;389;172;77;827;665;236;91;2;193
3525;572;1594;564;394;165;77;829;734;233;93;2;193
3526;516;1635;540;400;171;74;817;701;234;92;2;193
3527;496;1651;544;364;165;72;763;700;234;85;2;193
3528;565;1691;546;389;175;74;795;692;232;91;2;193
3529;520;1565;525;409;154;69;818;699;221;84;2;194
3530;464;1568;520;376;169;70;765;710;224;105;2;194
3531;508;1583;525;392;169;76;789;627;230;98;2;194
3532;608;1591;567;426;169;70;878;761;228;92;2;194
3533;580;1599;549;410;170;79;841;761;240;86;2;194
3534;506;1623;540;391;161;76;795;682;255;84;2;194
3535;566;1726;541;391;174;74;820;698;250;96;2;194
3536;463;1535;517;374;169;69;780;679;224;85;2;195
3537;501;1579;529;401;179;77;798;680;265;92;2;195
3538;635;1629;571;405;171;76;841;765;240;90;2;195
3539;546;1634;544;391;159;67;818;756;212;90;2;195
3540;537;1651;544;383;166;77;827;678;238;89;2;195
3541;678;1653;538;403;178;77;853;861;245;99;2;195
3542;677;1693;573;410;182;72;856;866;271;98;2;195
3543;613;1700;562;402;173;78;863;677;269;96;2;195
3544;581;1709;568;375;187;80;812;654;248;90;2;195
3545;682;1739;563;429;209;82;885;734;276;100;2;195
3546;625;1583;566;421;168;73;869;755;234;94;2;196
3547;513;1591;524;404;172;74;808;735;232;97;2;196
3548;431;1602;550;372;172;69;766;655;248;88;2;196
3549;725;1629;577;446;180;74;904;880;249;87;2;196
3550;555;1654;537;383;172;82;804;716;253;102;2;196
3551;550;1694;541;400;180;75;815;695;258;93;2;196
3552;678;1724;538;430;178;85;907;830;249;94;2;196
3553;655;1730;551;434;176;77;863;714;261;94;2;196
3554;437;1574;534;379;176;81;737;630;237;92;2;197
3555;492;1594;540;393;175;72;797;678;229;87;2;197
3556;492;1604;557;393;172;76;783;680;237;90;2;197
3557;507;1635;523;388;183;79;813;624;234;96;2;197
3558;589;1685;563;427;174;82;867;718;244;93;2;197
3559;670;1760;557;423;194;87;875;840;256;100;2;197
3560;492;1575;544;392;157;69;825;673;227;94;2;198
3561;560;1590;562;420;162;72;875;715;225;91;2;198
3562;552;1599;558;398;159;73;802;689;222;84;2;198
3563;570;1605;516;397;167;70;844;775;221;87;2;198
3564;490;1621;555;404;177;71;806;709;235;90;2;198
3565;506;1633;544;387;188;74;776;667;248;92;2;198
3566;543;1644;560;392;178;82;841;732;242;96;2;198
3567;533;1692;551;364;174;68;766;749;241;87;2;198
3568;537;1552;516;413;166;72;832;738;221;84;2;199
3569;448;1568;511;386;158;75;756;669;224;86;2;199
3570;576;1577;539;393;165;72;823;767;225;91;2;199
3571;481;1588;587;386;177;77;812;700;245;93;2;199
3572;530;1635;552;418;173;77;840;672;244;100;2;199
3573;651;1639;546;403;170;75;856;738;222;94;2;199
3574;500;1644;542;372;175;74;769;706;234;89;2;199
3575;625;1672;551;398;174;80;874;749;243;92;2;199
3576;642;1678;530;418;175;77;853;689;248;99;2;199
3577;841;1732;551;462;186;87;955;868;263;98;2;199
3578;470;1493;540;373;156;72;821;642;216;83;2;200
3579;476;1579;546;377;169;75;783;661;218;84;2;200
3580;528;1584;548;388;173;82;852;703;241;93;2;200
3581;550;1625;550;390;179;77;783;684;231;98;2;200
3582;544;1633;565;425;174;72;821;729;223;86;2;200
3583;796;1651;568;481;183;81;948;922;256;98;2;200
3584;513;1662;563;372;181;77;808;655;253;88;2;200
3585;553;1691;537;388;177;81;805;658;240;93;2;200
3586;605;1693;584;419;187;78;828;765;259;89;2;200
3587;574;1756;550;400;182;83;800;705;250;91;2;200
3588;506;1526;521;392;169;74;771;667;234;93;2;201
3589;504;1550;531;386;168;75;786;705;228;91;2;201
3590;533;1605;556;396;169;81;802;710;229;91;2;201
3591;635;1609;546;473;177;76;872;810;247;91;2;201
3592;531;1621;553;358;174;75;774;687;235;89;2;201
3593;714;1634;554;439;178;80;953;782;244;99;2;201
3594;420;1524;521;358;154;72;729;640;221;81;2;202
3595;494;1537;547;372;158;75;797;699;221;90;2;202
3596;734;1555;535;417;172;79;878;910;229;83;2;202
3597;502;1614;522;388;165;71;789;715;237;85;2;202
3598;532;1644;532;404;170;77;853;678;235;83;2;202
3599;405;1536;545;380;162;71;825;700;225;84;2;203
3600;483;1568;538;375;166;70;799;674;224;87;2;203
3601;646;1592;549;426;167;77;889;775;227;85;2;203
3602;489;1597;537;391;163;75;796;679;219;85;2;203
3603;572;1614;559;398;181;75;821;728;238;98;2;203
3604;714;1626;557;436;172;73;889;889;234;89;2;203
3605;566;1627;532;402;174;81;852;706;228;90;2;203
3606;767;1631;563;443;171;86;920;853;241;107;2;203
3607;561;1651;536;391;169;74;829;730;237;91;2;203
3608;746;1652;572;440;180;84;916;915;248;94;2;203
3609;651;1666;560;433;182;84;930;731;247;106;2;203
3610;582;1697;536;389;179;79;800;795;250;95;2;203
3611;518;1697;548;374;166;73;743;641;243;87;2;203
3612;590;1705;562;402;182;78;852;745;241;90;2;203
3613;617;1725;546;437;184;74;873;843;248;88;2;203
3614;656;1729;561;420;183;75;864;760;244;95;2;203
3615;533;1588;575;382;171;75;804;685;261;85;2;204
3616;414;1600;525;356;161;67;706;632;225;82;2;204
3617;528;1621;540;401;179;84;818;696;245;101;2;204
3618;539;1663;568;380;171;73;767;658;244;94;2;204
3619;535;1675;530;401;167;75;798;680;225;83;2;204
3620;599;1694;559;417;173;76;804;763;257;88;2;204
3621;488;1546;543;377;159;77;779;700;228;89;2;205
3622;558;1592;526;385;171;72;789;742;224;92;2;205
3623;455;1601;541;364;169;72;787;614;226;95;2;205
3624;532;1609;536;390;175;71;809;653;229;87;2;205
3625;567;1642;549;403;177;81;880;658;231;93;2;205
3626;600;1703;525;391;170;82;820;671;233;93;2;205
3627;600;1725;570;407;174;70;833;764;244;94;2;205
3628;492;1740;538;394;168;71;810;603;243;91;2;205
3629;512;1569;548;404;168;78;830;715;233;87;2;206
3630;590;1629;554;415;169;76;832;756;245;84;2;206
3631;803;1630;550;480;177;81;983;1010;240;96;2;206
3632;652;1635;602;425;149;76;846;865;239;92;2;206
3633;503;1638;557;395;172;72;824;665;235;89;2;206
3634;601;1644;568;437;171;77;870;721;233;91;2;206
3635;539;1649;544;376;170;77;794;656;235;93;2;206
3636;574;1657;540;424;181;79;845;751;258;90;2;206
3637;551;1687;546;397;176;70;806;715;249;89;2;206
3638;572;1696;541;397;169;77;859;762;244;92;2;206
3639;624;1697;550;417;179;78;825;743;244;94;2;206
3640;721;1777;545;423;183;79;914;774;258;99;2;206
3641;587;1542;551;407;170;74;892;761;230;89;2;207
3642;480;1553;537;378;164;72;777;672;228;89;2;207
3643;469;1558;530;356;173;81;769;630;237;97;2;207
3644;512;1565;516;416;162;73;822;695;230;86;2;207
3645;529;1577;552;407;162;75;860;680;229;97;2;207
3646;489;1586;531;381;164;69;792;684;230;90;2;207
3647;481;1591;560;387;176;71;818;664;230;90;2;207
3648;581;1616;546;416;160;72;847;724;220;84;2;207
3649;532;1659;541;417;184;88;873;685;244;100;2;207
3650;709;1677;579;426;144;77;903;800;232;96;2;207
3651;542;1508;542;400;157;70;835;727;221;87;2;208
3652;557;1516;540;396;163;77;840;749;230;84;2;208
3653;535;1516;545;398;165;68;864;716;218;86;2;208
3654;490;1572;536;374;176;73;799;650;229;87;2;208
3655;549;1619;585;401;175;77;840;678;239;93;2;208
3656;474;1620;551;380;165;74;773;630;236;83;2;208
3657;525;1639;557;385;171;74;804;634;236;93;2;208
3658;549;1648;549;407;175;72;852;693;235;85;2;208
3659;781;1654;546;461;177;78;958;937;250;91;2;208
3660;602;1657;544;409;178;69;855;711;241;90;2;208
3661;630;1681;544;407;176;74;870;747;242;89;2;208
3662;580;1705;553;385;186;79;777;769;247;91;2;208
3663;364;1491;506;343;152;68;707;647;215;80;2;209
3664;411;1549;528;375;175;67;721;674;231;78;2;209
3665;416;1571;535;380;164;74;775;657;220;91;2;209
3666;516;1578;564;395;173;74;804;766;235;82;2;209
3667;476;1606;529;386;158;74;789;666;222;91;2;209
3668;578;1623;545;383;170;71;793;821;234;87;2;209
3669;503;1659;557;409;182;68;820;662;247;91;2;209
3670;533;1663;545;377;166;71;771;631;230;85;2;209
3671;476;1665;536;376;177;74;775;679;230;89;2;209
3672;578;1666;551;385;185;77;816;746;251;94;2;209
3673;629;1677;535;419;183;79;878;798;263;101;2;209
3674;538;1595;544;405;156;73;843;642;219;88;2;210
3675;517;1596;540;391;165;72;824;701;222;84;2;210
3676;463;1609;536;372;171;68;765;693;222;87;2;210
3677;569;1636;536;405;176;73;821;736;242;94;2;210
3678;624;1641;553;410;170;77;857;705;243;92;2;210
3679;654;1656;570;427;180;77;911;802;237;99;2;210
3680;433;1513;525;371;161;66;757;631;223;78;2;211
3681;520;1524;582;421;175;79;773;694;246;95;2;211
3682;476;1601;542;392;168;76;809;678;236;88;2;211
3683;520;1617;533;399;165;79;804;718;222;90;2;211
3684;496;1623;512;366;171;79;792;662;233;94;2;211
3685;568;1627;542;412;162;73;859;742;225;95;2;211
3686;730;1813;554;433;190;80;905;823;259;95;2;211
3687;479;1590;546;385;174;74;787;698;242;89;2;212
3688;552;1634;534;381;158;73;773;629;231;86;2;212
3689;623;1639;525;393;175;80;856;824;230;86;2;212
3690;537;1640;556;407;179;72;831;702;251;96;2;212
3691;509;1671;560;394;180;79;820;660;242;90;2;212
3692;503;1671;535;376;175;74;800;757;246;90;2;212
3693;760;1705;537;437;180;81;950;814;239;94;2;212
